"ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
"14009618","JJ466037","10/25/2025 08:00:00 PM","013XX S HARDING AVE","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false","1011","010","24","29","05","1150261","1893491","2025","11/02/2025 03:42:29 PM","41.863643548","-87.723878976","POINT (-87.723878976 41.863643548)"
"14009539","JJ465737","10/25/2025 08:00:00 PM","060XX S NARRAGANSETT AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","CHA PARKING LOT / GROUNDS","false","false","0812","008","13","64","06","1134773","1863760","2025","11/02/2025 03:42:29 PM","41.782344407","-87.781436423","POINT (-87.781436423 41.782344407)"
"14009820","JJ466335","10/25/2025 08:00:00 PM","009XX N AVERS AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1112","011","37","23","06","1150551","1905918","2025","11/02/2025 03:42:29 PM","41.897738941","-87.722489701","POINT (-87.722489701 41.897738941)"
"14008953","JJ465214","10/25/2025 06:05:00 PM","028XX N SAWYER AVE","0320","ROBBERY","STRONG ARM - NO WEAPON","ALLEY","false","false","1412","014","35","21","03","1154224","1918627","2025","11/02/2025 03:42:29 PM","41.932540972","-87.708659105","POINT (-87.708659105 41.932540972)"
"14009805","JJ466212","10/25/2025 06:00:00 PM","046XX N MARINE DR","0320","ROBBERY","STRONG ARM - NO WEAPON","PARK PROPERTY","false","false","1914","019","46","3","03","1170433","1930934","2025","11/02/2025 03:42:29 PM","41.965972307","-87.648731817","POINT (-87.648731817 41.965972307)"
"14009118","JJ465285","10/25/2025 05:00:00 PM","053XX W NELSON ST","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false","2514","025","31","19","05","1140322","1919763","2025","11/02/2025 03:42:29 PM","41.935924855","-87.759720058","POINT (-87.759720058 41.935924855)"
"14008902","JJ465182","10/25/2025 05:00:00 PM","044XX W MONROE ST","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false","1113","011","28","26","05","1146767","1899293","2025","11/02/2025 03:42:29 PM","41.879632285","-87.736557282","POINT (-87.736557282 41.879632285)"
"14009755","JJ466186","10/25/2025 05:00:00 PM","006XX W WILSON DR","0330","ROBBERY","AGGRAVATED","PARK PROPERTY","false","false","1914","019","46","3","03","1171349","1930918","2025","11/02/2025 03:42:29 PM","41.96590827","-87.645364359","POINT (-87.645364359 41.96590827)"
"14009852","JJ465141","10/25/2025 04:30:00 PM","006XX N ST CLAIR ST","0312","ROBBERY","ARMED - KNIFE / CUTTING INSTRUMENT","SIDEWALK","false","false","1834","018","42","8","03","1177716","1904970","2025","11/02/2025 03:42:29 PM","41.894563504","-87.622745105","POINT (-87.622745105 41.894563504)"
"14008905","JJ465165","10/25/2025 04:30:00 PM","049XX S LAMON AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","false","false","0814","008","22","56","05","1144528","1871413","2025","11/02/2025 03:42:29 PM","41.803168105","-87.745479333","POINT (-87.745479333 41.803168105)"
"14010375","JJ466814","10/25/2025 04:00:00 PM","028XX W 48TH PL","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","VEHICLE - COMMERCIAL","false","false","0922","009","14","58","06","1158208","1872388","2025","11/02/2025 03:42:29 PM","41.805575931","-87.695281331","POINT (-87.695281331 41.805575931)"
"14020384","JJ478874","10/25/2025 04:00:00 PM","014XX S PULASKI RD","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false","1011","010","24","29","05","1149951","1892778","2025","11/07/2025 03:41:20 PM","41.861693025","-87.725035522","POINT (-87.725035522 41.861693025)"
"14009067","JJ465047","10/25/2025 03:17:00 PM","070XX S CHAPPEL AVE","0630","BURGLARY","ATTEMPT FORCIBLE ENTRY","APARTMENT","false","false","0331","003","5","43","05","1191098","1858593","2025","11/02/2025 03:42:29 PM","41.766988136","-87.575101271","POINT (-87.575101271 41.766988136)"
"14015175","JJ472346","10/25/2025 03:00:00 PM","034XX W 38TH PL","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","false","false","0911","009","12","58","05","1153966","1878855","2025","11/02/2025 03:42:29 PM","41.823407615","-87.710667594","POINT (-87.710667594 41.823407615)"
"14008860","JJ465083","10/25/2025 02:00:00 PM","073XX W TALCOTT AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE - GARAGE","false","false","1612","016","41","10","05","1126283","1938539","2025","11/02/2025 03:42:29 PM","41.987694479","-87.810894868","POINT (-87.810894868 41.987694479)"
"14010112","JJ465935","10/25/2025 01:17:00 PM","045XX W WASHINGTON BLVD","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false","1113","011","28","26","05","1146144","1900111","2025","11/02/2025 03:42:29 PM","41.881888838","-87.738824064","POINT (-87.738824064 41.881888838)"
"14008857","JJ465029","10/25/2025 01:00:00 PM","043XX W 77TH PL","0320","ROBBERY","STRONG ARM - NO WEAPON","STREET","false","false","0834","008","18","70","03","1148786","1852997","2025","11/02/2025 03:42:29 PM","41.752550633","-87.730336625","POINT (-87.730336625 41.752550633)"
"14015964","JJ473644","10/25/2025 10:04:00 AM","030XX W MEDILL AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1414","014","35","22","06","1155700","1915449","2025","11/04/2025 03:41:24 PM","41.923790658","-87.703320761","POINT (-87.703320761 41.923790658)"
"14008655","JJ464698","10/25/2025 09:51:00 AM","034XX W ADAMS ST","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","true","false","1123","011","28","27","05","1153365","1898858","2025","11/02/2025 03:42:29 PM","41.878310147","-87.712341776","POINT (-87.712341776 41.878310147)"
"14009623","JJ464942","10/25/2025 09:30:00 AM","010XX W WEBSTER AVE","0610","BURGLARY","FORCIBLE ENTRY","CHURCH / SYNAGOGUE / PLACE OF WORSHIP","false","false","1811","018","43","7","05","1169126","1914801","2025","11/02/2025 03:42:29 PM","41.921731236","-87.654007482","POINT (-87.654007482 41.921731236)"
"14008683","JJ464673","10/25/2025 09:30:00 AM","041XX N KIMBALL AVE","0650","BURGLARY","HOME INVASION","RESIDENCE - PORCH / HALLWAY","false","false","1723","017","33","16","05","1152984","1927259","2025","11/02/2025 03:42:29 PM","41.956252519","-87.712986413","POINT (-87.712986413 41.956252519)"
"14008814","JJ465042","10/25/2025 09:00:00 AM","061XX W HIGGINS AVE","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false","1622","016","45","11","05","1134448","1933620","2025","11/02/2025 03:42:29 PM","41.974055699","-87.780979618","POINT (-87.780979618 41.974055699)"
"14008976","JJ465290","10/25/2025 09:00:00 AM","066XX S CHAMPLAIN AVE","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false","0321","003","20","42","05","1181706","1861208","2025","11/02/2025 03:42:29 PM","41.774385994","-87.609445656","POINT (-87.609445656 41.774385994)"
"14008567","JJ464649","10/25/2025 08:40:00 AM","072XX S PAULINA ST","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","true","false","0735","007","17","67","05","1166264","1856744","2025","11/05/2025 03:42:05 PM","41.762478921","-87.666180198","POINT (-87.666180198 41.762478921)"
"14008530","JJ464694","10/25/2025 08:30:00 AM","031XX W 26TH ST","0313","ROBBERY","ARMED - OTHER DANGEROUS WEAPON","ALLEY","false","false","1033","010","25","30","03","1155670","1886563","2025","11/02/2025 03:42:29 PM","41.844525251","-87.704209099","POINT (-87.704209099 41.844525251)"
"14013723","JJ470664","10/25/2025 08:25:00 AM","014XX W 72ND ST","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false","0734","007","17","67","05","1167563","1856990","2025","11/02/2025 03:42:29 PM","41.763126232","-87.661412122","POINT (-87.661412122 41.763126232)"
"28929","JJ464545","10/25/2025 06:02:00 AM","010XX N KOSTNER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1111","011","37","23","01A","1146856","1906381","2025","11/02/2025 03:42:29 PM","41.899080853","-87.736049322","POINT (-87.736049322 41.899080853)"
"14008423","JJ464529","10/25/2025 04:25:00 AM","032XX W LAWRENCE AVE","0610","BURGLARY","FORCIBLE ENTRY","COMMERCIAL / BUSINESS OFFICE","false","false","1713","017","33","14","05","1154020","1931709","2025","11/02/2025 03:42:29 PM","41.968442958","-87.709058611","POINT (-87.709058611 41.968442958)"
"14008444","JJ464518","10/25/2025 04:05:00 AM","076XX S COTTAGE GROVE AVE","033A","ROBBERY","ATTEMPT ARMED - HANDGUN","SIDEWALK","false","false","0624","006","8","69","03","1182889","1854438","2025","11/02/2025 03:42:29 PM","41.755781037","-87.605319081","POINT (-87.605319081 41.755781037)"
"14008419","JJ464514","10/25/2025 03:58:00 AM","0000X W JACKSON BLVD","031A","ROBBERY","ARMED - HANDGUN","STREET","false","false","0113","001","4","32","03","1176018","1898981","2025","11/02/2025 03:42:29 PM","41.878167778","-87.629161789","POINT (-87.629161789 41.878167778)"
"14008426","JJ464515","10/25/2025 03:35:00 AM","087XX S COMMERCIAL AVE","0610","BURGLARY","FORCIBLE ENTRY","RESTAURANT","false","false","0423","004","10","46","05","1197660","1847607","2025","11/02/2025 03:42:29 PM","41.736680516","-87.551415368","POINT (-87.551415368 41.736680516)"
"14008590","JJ464582","10/25/2025 03:30:00 AM","023XX W MADISON ST","0610","BURGLARY","FORCIBLE ENTRY","COMMERCIAL / BUSINESS OFFICE","false","false","1223","012","27","28","05","1160829","1899961","2025","11/02/2025 03:42:29 PM","41.881185413","-87.684904971","POINT (-87.684904971 41.881185413)"
"14008436","JJ464502","10/25/2025 03:22:00 AM","054XX W HUTCHINSON ST","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1624","016","38","15","06","1139242","1927724","2025","11/02/2025 03:42:29 PM","41.957790379","-87.763494692","POINT (-87.763494692 41.957790379)"
"14008545","JJ464488","10/25/2025 02:50:00 AM","002XX W CERMAK RD","0610","BURGLARY","FORCIBLE ENTRY","SMALL RETAIL STORE","false","false","0914","009","11","34","05","1174994","1889741","2025","11/02/2025 03:42:29 PM","41.852835588","-87.633198336","POINT (-87.633198336 41.852835588)"
"14008582","JJ464682","10/25/2025 02:13:00 AM","012XX W ROOSEVELT RD","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","CHA PARKING LOT / GROUNDS","false","false","1231","012","28","28","06","1168342","1894844","2025","11/02/2025 03:42:29 PM","41.866984888","-87.657465713","POINT (-87.657465713 41.866984888)"
"14008828","JJ465086","10/25/2025 01:36:00 AM","040XX W ARTHINGTON ST","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1132","011","24","26","06","1149659","1895809","2025","11/02/2025 03:42:29 PM","41.870016119","-87.726028701","POINT (-87.726028701 41.870016119)"
"14009669","JJ466057","10/25/2025 12:18:00 AM","047XX N BROADWAY","0334","ROBBERY","ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT","STREET","false","false","1914","019","46","3","03","1167472","1931923","2025","11/02/2025 03:42:29 PM","41.968750562","-87.659590191","POINT (-87.659590191 41.968750562)"
"14010785","JJ466779","10/25/2025 12:00:00 AM","068XX S PRAIRIE AVE","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false","0322","003","6","69","05","1179220","1859748","2025","11/01/2025 03:43:07 PM","41.770436663","-87.618603299","POINT (-87.618603299 41.770436663)"
"14008911","JJ465172","10/25/2025 12:00:00 AM","035XX N CLARK ST","031A","ROBBERY","ARMED - HANDGUN","BAR OR TAVERN","false","false","1924","019","44","6","03","1168583","1923729","2025","11/02/2025 03:41:09 PM","41.946241881","-87.655743334","POINT (-87.655743334 41.946241881)"
"14008493","JJ464595","10/24/2025 10:45:00 PM","033XX N KEATING AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1731","017","30","15","06","1144240","1921768","2025","11/01/2025 03:43:07 PM","41.941353923","-87.745270362","POINT (-87.745270362 41.941353923)"
"14008472","JJ464624","10/24/2025 10:00:00 PM","025XX W WINNEMAC AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE - GARAGE","false","false","2031","020","40","4","05","1158448","1933391","2025","11/02/2025 03:41:09 PM","41.972968761","-87.692730787","POINT (-87.692730787 41.972968761)"
"14008627","JJ464615","10/24/2025 10:00:00 PM","038XX W 58TH PL","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","0822","008","23","62","06","1151703","1865537","2025","11/02/2025 03:41:09 PM","41.786905813","-87.719318829","POINT (-87.719318829 41.786905813)"
"14008401","JJ464538","10/24/2025 10:00:00 PM","025XX W HURON ST","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1221","012","36","24","06","1159389","1904588","2025","11/02/2025 03:41:09 PM","41.893912046","-87.690065211","POINT (-87.690065211 41.893912046)"
"14013002","JJ470123","10/24/2025 10:00:00 PM","037XX S LANGLEY AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","0212","002","4","36","06","1181314","1880148","2025","11/02/2025 03:41:09 PM","41.826368014","-87.610298621","POINT (-87.610298621 41.826368014)"
"14008235","JJ464327","10/24/2025 09:50:00 PM","001XX W 87TH ST","0325","ROBBERY","VEHICULAR HIJACKING","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0622","006","21","44","03","1176715","1847271","2025","11/02/2025 03:41:09 PM","41.736255058","-87.628160433","POINT (-87.628160433 41.736255058)"
"14008212","JJ464299","10/24/2025 09:25:00 PM","032XX W 27TH ST","0313","ROBBERY","ARMED - OTHER DANGEROUS WEAPON","SIDEWALK","false","false","1032","010","22","30","03","1155291","1885890","2025","11/02/2025 03:41:09 PM","41.842686069","-87.705618028","POINT (-87.705618028 41.842686069)"
"14008652","JJ464617","10/24/2025 08:43:00 PM","041XX S HALSTED ST","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false","0925","009","11","61","05","1171668","1877019","2025","11/02/2025 03:41:09 PM","41.817999054","-87.645779474","POINT (-87.645779474 41.817999054)"
"14008184","JJ464251","10/24/2025 08:08:00 PM","015XX S LAWNDALE AVE","031A","ROBBERY","ARMED - HANDGUN","ALLEY","false","false","1014","010","24","29","03","1151958","1892285","2025","11/02/2025 03:41:09 PM","41.860300917","-87.717681095","POINT (-87.717681095 41.860300917)"
"14014924","JJ472318","10/24/2025 08:00:00 PM","012XX N HONORE ST","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false","1424","014","1","24","05","1163918","1908527","2025","11/02/2025 03:41:09 PM","41.904626574","-87.673320401","POINT (-87.673320401 41.904626574)"
"14008812","JJ464993","10/24/2025 07:30:00 PM","094XX S INDIANA AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false","0633","006","6","49","05","1179254","1842405","2025","11/02/2025 03:41:09 PM","41.722844685","-87.619006424","POINT (-87.619006424 41.722844685)"
"14008143","JJ464192","10/24/2025 07:00:00 PM","069XX S SANGAMON ST","031A","ROBBERY","ARMED - HANDGUN","STREET","false","false","0733","007","16","68","03","1171172","1858840","2025","11/02/2025 03:41:09 PM","41.76812474","-87.648130468","POINT (-87.648130468 41.76812474)"
"14011683","JJ468315","10/24/2025 06:25:00 PM","063XX S CLAREMONT AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false","0825","008","16","66","05","1161831","1862527","2025","11/02/2025 03:41:09 PM","41.778441486","-87.682267419","POINT (-87.682267419 41.778441486)"
"14008249","JJ464069","10/24/2025 06:00:00 PM","010XX S LAFLIN ST","0320","ROBBERY","STRONG ARM - NO WEAPON","STREET","false","false","1231","012","28","28","03","1166537","1895602","2025","11/02/2025 03:41:09 PM","41.869103708","-87.66407038","POINT (-87.66407038 41.869103708)"
"14008172","JJ464214","10/24/2025 06:00:00 PM","007XX N WABASH AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1834","018","2","8","06","1176607","1905180","2025","11/02/2025 03:41:09 PM","41.895164886","-87.62681174","POINT (-87.62681174 41.895164886)"
"14008026","JJ464065","10/24/2025 05:05:00 PM","012XX N PULASKI RD","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","false","false","2535","025","37","23","05","1149494","1907956","2025","11/01/2025 03:43:07 PM","41.903352006","-87.726319014","POINT (-87.726319014 41.903352006)"
"14008619","JJ464568","10/24/2025 05:00:00 PM","065XX S KOSTNER AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","0833","008","13","65","06","1148164","1860972","2025","11/02/2025 03:41:09 PM","41.774447334","-87.732411862","POINT (-87.732411862 41.774447334)"
"14007871","JJ463982","10/24/2025 04:50:00 PM","014XX N AUSTIN BLVD","0320","ROBBERY","STRONG ARM - NO WEAPON","STREET","false","false","2531","025","29","25","03","1136097","1908940","2025","11/02/2025 03:41:09 PM","41.906301813","-87.775506267","POINT (-87.775506267 41.906301813)"
"14008474","JJ464610","10/24/2025 04:30:00 PM","007XX W LAKE ST","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1214","012","27","28","06","1171203","1901678","2025","11/02/2025 03:41:09 PM","41.885675573","-87.646761991","POINT (-87.646761991 41.885675573)"
"14008292","JJ464392","10/24/2025 02:45:00 PM","013XX W CARROLL AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1215","012","27","28","06","1167522","1902370","2025","11/02/2025 03:41:09 PM","41.887654491","-87.660259356","POINT (-87.660259356 41.887654491)"
"14007875","JJ463869","10/24/2025 02:36:00 PM","047XX N HARDING AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","false","false","1723","017","33","14","05","1149205","1931189","2025","11/02/2025 03:41:09 PM","41.96711095","-87.726776793","POINT (-87.726776793 41.96711095)"
"14013255","JJ469435","10/24/2025 02:30:00 PM","026XX N AVONDALE AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1411","014","1","22","06","1158469","1917698","2025","11/02/2025 03:41:09 PM","41.9299058","-87.693084659","POINT (-87.693084659 41.9299058)"
"14008674","JJ464651","10/24/2025 02:00:00 PM","024XX W GLADYS AVE","0610","BURGLARY","FORCIBLE ENTRY","CONSTRUCTION SITE","false","false","1125","011","27","28","05","1160213","1898362","2025","11/01/2025 03:43:07 PM","41.87681036","-87.687211092","POINT (-87.687211092 41.87681036)"
"14015078","JJ472369","10/24/2025 02:00:00 PM","030XX N ROCKWELL ST","0610","BURGLARY","FORCIBLE ENTRY","WAREHOUSE","false","false","1411","014","35","21","05","1158513","1920070","2025","11/02/2025 03:41:09 PM","41.936413829","-87.692857854","POINT (-87.692857854 41.936413829)"
"14007730","JJ463702","10/24/2025 01:40:00 PM","080XX S MORGAN ST","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false","0612","006","17","71","05","1171039","1851612","2025","11/01/2025 03:43:07 PM","41.74829309","-87.648828783","POINT (-87.648828783 41.74829309)"
"14009506","JJ463695","10/24/2025 01:22:00 PM","015XX W DEVON AVE","0340","ROBBERY","ATTEMPT STRONG ARM - NO WEAPON","DRUG STORE","false","false","2432","024","49","1","03","1164653","1942592","2025","11/02/2025 03:41:09 PM","41.998087001","-87.669651552","POINT (-87.669651552 41.998087001)"
"14007640","JJ463568","10/24/2025 12:10:00 PM","027XX E 77TH ST","031A","ROBBERY","ARMED - HANDGUN","SIDEWALK","false","false","0421","004","7","43","03","1195800","1854435","2025","11/02/2025 03:41:09 PM","41.755463253","-87.558004262","POINT (-87.558004262 41.755463253)"
"14007698","JJ463725","10/24/2025 12:00:00 PM","069XX S ANTHONY AVE","031A","ROBBERY","ARMED - HANDGUN","STREET","false","false","0322","003","6","69","03","1181012","1858990","2025","11/02/2025 03:41:09 PM","41.768315582","-87.612057903","POINT (-87.612057903 41.768315582)"
"14008360","JJ464414","10/24/2025 12:00:00 PM","050XX S EAST END AVE","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false","0222","002","5","39","05","1188165","1871757","2025","11/02/2025 03:41:09 PM","41.803181616","-87.585432024","POINT (-87.585432024 41.803181616)"
"14007561","JJ463516","10/24/2025 11:20:00 AM","017XX W PIERCE AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","ALLEY","false","false","1433","014","1","24","06","1164455","1910423","2025","11/02/2025 03:41:09 PM","41.909817975","-87.671294098","POINT (-87.671294098 41.909817975)"
"14007678","JJ463639","10/24/2025 11:00:00 AM","018XX W ROSCOE ST","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1922","019","47","5","06","1163498","1922605","2025","11/02/2025 03:41:09 PM","41.943266352","-87.674465841","POINT (-87.674465841 41.943266352)"
"14007653","JJ463488","10/24/2025 10:30:00 AM","006XX E 79TH ST","0630","BURGLARY","ATTEMPT FORCIBLE ENTRY","SMALL RETAIL STORE","false","false","0624","006","6","69","05","1181686","1852760","2025","11/02/2025 03:41:09 PM","41.751204276","-87.609779467","POINT (-87.609779467 41.751204276)"
"14007536","JJ463507","10/24/2025 10:10:00 AM","035XX W MC LEAN AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1413","014","26","22","06","1152348","1913392","2025","11/02/2025 03:41:09 PM","41.918212991","-87.715691806","POINT (-87.715691806 41.918212991)"
"14007629","JJ463460","10/24/2025 10:06:00 AM","003XX W KINZIE ST","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1831","018","42","8","06","1174104","1902965","2025","11/02/2025 03:41:09 PM","41.889142992","-87.636070632","POINT (-87.636070632 41.889142992)"
"14007452","JJ463409","10/24/2025 09:30:00 AM","003XX W KINZIE ST","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1831","018","42","8","06","1173758","1902956","2025","11/01/2025 03:43:07 PM","41.889126004","-87.637341538","POINT (-87.637341538 41.889126004)"
"14010924","JJ467630","10/24/2025 09:00:00 AM","076XX S NORMAL AVE","031A","ROBBERY","ARMED - HANDGUN","STREET","false","false","0621","006","17","69","03","1174283","1854359","2025","11/02/2025 03:41:09 PM","41.755759766","-87.636860218","POINT (-87.636860218 41.755759766)"
"14011974","JJ468685","10/24/2025 08:30:00 AM","054XX S PEORIA ST","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false","0934","009","16","61","05","1171227","1868815","2025","11/02/2025 03:41:09 PM","41.795496096","-87.6476373","POINT (-87.6476373 41.795496096)"
"14007649","JJ463290","10/24/2025 08:00:00 AM","047XX W FOSTER AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1712","017","39","14","06","1143997","1934162","2025","11/02/2025 03:41:09 PM","41.975368669","-87.745851197","POINT (-87.745851197 41.975368669)"
"14007416","JJ463359","10/24/2025 07:30:00 AM","031XX N PULASKI RD","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","VEHICLE NON-COMMERCIAL","false","false","2523","025","31","21","06","1149179","1920548","2025","11/02/2025 03:41:09 PM","41.93791173","-87.727149134","POINT (-87.727149134 41.93791173)"
"14007391","JJ463245","10/24/2025 07:20:00 AM","016XX E 95TH ST","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0431","004","7","51","06","1188861","1842311","2025","11/02/2025 03:41:09 PM","41.722362598","-87.58382047","POINT (-87.58382047 41.722362598)"
"14007991","JJ464180","10/24/2025 07:00:00 AM","001XX W MAPLE ST","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false","1824","018","2","8","05","1175182","1907599","2025","11/02/2025 03:41:09 PM","41.901834826","-87.631972713","POINT (-87.631972713 41.901834826)"
"14007532","JJ463479","10/24/2025 06:55:00 AM","006XX W LAKE ST","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0121","001","34","28","06","1172024","1901694","2025","11/02/2025 03:41:09 PM","41.885701414","-87.643746666","POINT (-87.643746666 41.885701414)"
"14007977","JJ464077","10/24/2025 05:45:00 AM","056XX S MICHIGAN AVE","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false","0225","002","20","40","05","1178120","1867630","2025","11/02/2025 03:41:09 PM","41.792090686","-87.622396554","POINT (-87.622396554 41.792090686)"
"14007316","JJ463179","10/24/2025 05:27:00 AM","061XX S UNIVERSITY AVE","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false","0314","003","20","42","05","1184827","1864606","2025","11/02/2025 03:41:09 PM","41.783637746","-87.597898219","POINT (-87.597898219 41.783637746)"
"14007478","JJ463187","10/24/2025 05:07:00 AM","020XX S CALIFORNIA AVE","0610","BURGLARY","FORCIBLE ENTRY","STREET","true","false","1023","010","25","30","05","1158007","1890182","2025","11/02/2025 03:41:09 PM","41.854408888","-87.695534002","POINT (-87.695534002 41.854408888)"
"14007883","JJ464085","10/24/2025 05:05:00 AM","005XX W 41ST ST","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE - GARAGE","false","false","0925","009","11","61","05","1173420","1877730","2025","11/02/2025 03:41:09 PM","41.819911455","-87.639331547","POINT (-87.639331547 41.819911455)"
"14007551","JJ463491","10/24/2025 05:04:00 AM","005XX W 40TH PL","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","false","false","0925","009","11","61","05","1173323","1878046","2025","11/02/2025 03:41:09 PM","41.820780738","-87.639678024","POINT (-87.639678024 41.820780738)"
"14007337","JJ463167","10/24/2025 04:49:00 AM","026XX E 75TH ST","0610","BURGLARY","FORCIBLE ENTRY","RESTAURANT","false","false","0334","003","7","43","05","1195337","1855842","2025","11/02/2025 03:41:09 PM","41.759335603","-87.559654632","POINT (-87.559654632 41.759335603)"
"14008013","JJ464151","10/24/2025 04:23:00 AM","033XX S PRAIRIE AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE - GARAGE","false","false","0211","002","4","35","05","1178484","1882785","2025","11/02/2025 03:41:09 PM","41.833669032","-87.620600943","POINT (-87.620600943 41.833669032)"
"14007580","JJ463533","10/24/2025 04:07:00 AM","020XX E 83RD ST","0610","BURGLARY","FORCIBLE ENTRY","BAR OR TAVERN","false","false","0414","004","8","46","05","1191189","1850342","2025","11/02/2025 03:41:09 PM","41.744344492","-87.575034294","POINT (-87.575034294 41.744344492)"
"14009829","JJ466310","10/24/2025 04:05:00 AM","004XX E OAKWOOD BLVD","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE - GARAGE","false","false","0214","002","3","38","05","1179885","1878785","2025","11/02/2025 03:41:09 PM","41.822660719","-87.615583048","POINT (-87.615583048 41.822660719)"
"14007514","JJ463328","10/24/2025 03:57:00 AM","006XX E 42ND ST","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE - GARAGE","false","false","0214","002","4","38","05","1181441","1877300","2025","11/02/2025 03:41:09 PM","41.818549957","-87.609920663","POINT (-87.609920663 41.818549957)"
"14007479","JJ463419","10/24/2025 03:50:00 AM","012XX N CLARK ST","0340","ROBBERY","ATTEMPT STRONG ARM - NO WEAPON","CTA TRAIN","false","false","1821","018","2","8","03","1175314","1908524","2025","11/02/2025 03:41:09 PM","41.904370109","-87.631460067","POINT (-87.631460067 41.904370109)"
